T(min),N(needle),T(min),N(sphere),,T(min),R(needle),T(min),R(sphere),,T(s),C(needle),T(s),C(sphere),,L(nm),PSD,L(nm),ARD
0.01115671,13911336836,0.008252419,13563985894,,0.01115671,0.301390976,0.008252419,0.267899985,,0.669402589,1.9,0.495145139,0.019,,13.58304724,624.0126048,13.58304724,4.82223505
0.01283283,1.45688E+12,0.009333405,7.89137E+11,,0.01283283,0.301413477,0.009333405,0.267937413,,0.769969778,1.9,0.560004288,0.019,,13.53091504,37151.76767,13.53091504,4.8100829
0.013227573,4.06959E+12,0.009620858,2.23685E+12,,0.013227573,0.30159425,0.009620858,0.268117091,,0.793654385,1.9,0.577251484,0.019,,13.46064504,8213823.993,13.46064504,4.793657308
0.013695587,1.27921E+13,0.009955978,7.02296E+12,,0.013695587,0.301661734,0.009955978,0.268186746,,0.821735234,1.9,0.597358659,0.019,,13.37127739,2033484608,13.37127739,4.77269168
0.014195066,4.00785E+13,0.010313451,2.20017E+13,,0.014195066,0.301700798,0.010313451,0.26822325,,0.851703972,1.9,0.618807056,0.019,,13.27584493,3.14027E+11,13.27584493,4.750208522
0.014731078,1.25583E+14,0.010696658,6.8942E+13,,0.014731078,0.3017288,0.010696658,0.268257648,,0.883864688,1.9,0.641799496,0.019,,13.17446369,3.78032E+13,13.17446369,4.726215666
0.015307617,3.93425E+14,0.011108375,2.16008E+14,,0.015307617,0.301761448,0.011108375,0.268285651,,0.918456999,1.9,0.666502471,0.019,,13.06607684,3.01474E+15,13.06607684,4.700440271
0.015929342,1.23225E+15,0.011551824,6.76636E+14,,0.015929342,0.301790707,0.011551824,0.268316016,,0.955760512,1.9,0.693109462,0.019,,12.95038714,1.91407E+17,12.95038714,4.672784538
0.01660164,3.85834E+15,0.012030727,2.1189E+15,,0.01660164,0.301833338,0.012030727,0.268359208,,0.996098389,1.9,0.721843604,0.019,,12.82532784,8.5424E+18,12.82532784,4.642720131
0.01733077,1.20781E+16,0.012549393,6.63388E+15,,0.01733077,0.301870448,0.012549393,0.268397264,,1.039846212,1.9,0.752963603,0.019,,12.69043468,3.09202E+20,12.69043468,4.610092409
0.018124048,3.77951E+16,0.01311285,2.07621E+16,,0.018124048,0.301926662,0.01311285,0.268450414,,1.087442872,1.9,0.786770999,0.019,,12.54146706,8.36566E+21,12.54146706,4.573816659
0.018990071,1.18239E+17,0.013726988,6.49622E+16,,0.018990071,0.301975464,0.013726988,0.268499521,,1.139404254,1.9,0.823619257,0.019,,12.3786873,1.85718E+23,12.3786873,4.533880344
0.01993901,3.69768E+17,0.014398754,2.03188E+17,,0.01993901,0.302031666,0.014398754,0.268555586,,1.196340577,1.899999999,0.863925235,0.019,,12.23383114,1.66059E+24,12.23383114,4.498076235
0.020982976,1.1559E+18,0.015136397,6.35291E+17,,0.020982976,0.302106114,0.015136397,0.268620927,,1.258978564,1.899999998,0.908183796,0.019,,12.10257033,1.03583E+25,12.10257033,4.465413429
0.022136501,3.61218E+18,0.015949776,1.9856E+18,,0.022136501,0.302179437,0.015949776,0.268692188,,1.32819007,1.899999993,0.956986574,0.019,,11.95884476,5.91761E+25,11.95884476,4.42940639
0.023417157,1.12835E+19,0.016850772,6.20352E+18,,0.023417157,0.302255561,0.016850772,0.268773805,,1.405029423,1.899999978,1.011046348,0.019,,11.79990283,3.10615E+26,11.79990283,4.389287392
0.024846379,3.52305E+19,0.017853817,1.93742E+19,,0.024846379,0.302348943,0.017853817,0.268850899,,1.490782716,1.89999993,1.071229032,0.019,,11.62209608,1.50204E+27,11.62209608,4.344026844
0.026450561,1.09952E+20,0.018934704,5.80952E+19,,0.026450561,0.302457338,0.018934704,0.268969492,,1.587033656,1.899999782,1.13608221,0.018999999,,11.42036537,6.70373E+27,11.42036537,4.292181057
0.028126266,3.16417E+20,0.020015573,1.5559E+20,,0.028126266,0.302585425,0.020015573,0.269135556,,1.687575942,1.899999372,1.200934369,0.018999998,,11.18744269,2.76488E+28,11.18744269,4.231648601
0.029801836,8.13268E+20,0.021096353,3.78587E+20,,0.029801836,0.302781862,0.021096353,0.269305574,,1.788110175,1.899998383,1.265781165,0.018999995,,10.98083916,7.32151E+28,10.98083916,4.17734026
0.031476786,1.9001E+21,0.02217693,8.48302E+20,,0.031476786,0.303002301,0.02217693,0.269510394,,1.888607181,1.899996213,1.330615818,0.018999988,,10.8298631,1.38534E+29,10.8298631,4.137279939
0.033151537,4.0941E+21,0.023257438,1.77063E+21,,0.033151537,0.303226898,0.023257438,0.269730013,,1.989092197,1.899991822,1.395446309,0.018999975,,10.66609769,2.62136E+29,10.66609769,4.09346144
0.034825114,8.22436E+21,0.024337531,3.47395E+21,,0.034825114,0.303484785,0.024337531,0.269964088,,2.089506838,1.89998353,1.460251843,0.018999951,,10.47950678,4.72729E+29,10.47950678,4.043064058
0.03649797,1.55543E+22,0.025417484,6.45772E+21,,0.03649797,0.303755346,0.025417484,0.270206906,,2.189878223,1.899968767,1.525049052,0.018999909,,10.26904613,8.49707E+29,10.26904613,3.985603568
0.038169238,2.7901E+22,0.026496785,1.14433E+22,,0.038169238,0.304047087,0.026496785,0.270469168,,2.290154276,1.899943813,1.589807111,0.018999839,,10.08687587,1.29276E+30,10.08687587,3.935327604
0.039839157,4.77848E+22,0.027575779,1.94425E+22,,0.039839157,0.304357957,0.027575779,0.270736253,,2.3903494,1.899903476,1.654546751,0.018999726,,9.958120214,1.69109E+30,9.958120214,3.899484999
0.04150689,7.85531E+22,0.028653878,3.18077E+22,,0.04150689,0.304673643,0.028653878,0.271024279,,2.490413373,1.899840831,1.719232682,0.01899955,,9.816727103,2.21161E+30,9.816727103,3.859825019
0.043172626,1.24523E+23,0.029731397,5.03232E+22,,0.043172626,0.305004155,0.029731397,0.271313902,,2.590357543,1.89974686,1.783883825,0.018999286,,9.660835356,2.86965E+30,9.660835356,3.815728731
0.044835398,1.91041E+23,0.030807805,7.72325E+22,,0.044835398,0.305361308,0.030807805,0.271620405,,2.69012389,1.899610269,1.848468289,0.0189989,,9.491724196,3.69044E+30,9.491724196,3.767446574
0.046495606,2.84708E+23,0.031883253,1.15347E+23,,0.046495606,0.305721297,0.031883253,0.271932228,,2.789736336,1.899417121,1.91299516,0.018998351,,9.307272082,4.67517E+30,9.307272082,3.714243529
0.048151929,4.13201E+23,0.032957338,1.68051E+23,,0.048151929,0.306094073,0.032957338,0.272254484,,2.889115737,1.89915095,1.977440282,0.018997589,,9.154840664,5.55741E+30,9.154840664,3.669841614
0.049804768,5.85557E+23,0.034030063,2.39385E+23,,0.049804768,0.306480198,0.034030063,0.272587738,,2.988286106,1.898792209,2.04180378,0.018996553,,9.039048883,6.25472E+30,9.039048883,3.635844554
0.051453236,8.11902E+23,0.035101305,3.34069E+23,,0.051453236,0.306881392,0.035101305,0.272932185,,3.087194187,1.898318716,2.106078279,0.018995171,,8.920448326,6.96396E+30,8.920448326,3.600779131
0.053097269,1.10356E+24,0.036170868,4.57573E+23,,0.053097269,0.307301495,0.036170868,0.273269597,,3.185836165,1.897705285,2.170252062,0.018993362,,8.798735814,7.72791E+30,8.798735814,3.564533413
0.054736652,1.47295E+24,0.03723852,6.1589E+23,,0.054736652,0.307734957,0.03723852,0.273634448,,3.284199093,1.896924077,2.234311194,0.018991029,,8.6648103,8.57604E+30,8.6648103,3.524341324
0.056371249,1.93357E+24,0.038304167,8.1589E+23,,0.056371249,0.308167527,0.038304167,0.274013424,,3.382274926,1.89594492,2.298250009,0.018988066,,8.517255421,9.49891E+30,8.517255421,3.479256998
0.05800061,2.49879E+24,0.039367761,1.06515E+24,,0.05800061,0.308636842,0.039367761,0.274399086,,3.480036573,1.894735237,2.362065662,0.018984354,,8.364374455,1.04057E+31,8.364374455,3.431828878
0.059624734,3.18304E+24,0.040429049,1.37174E+24,,0.059624734,0.309137641,0.040429049,0.274797671,,3.577484063,1.893260377,2.42574297,0.018979762,,8.205473886,1.13249E+31,8.205473886,3.381883092
0.061243762,4.00144E+24,0.041487895,1.74436E+24,,0.061243762,0.30965264,0.041487895,0.275209829,,3.674625748,1.891484346,2.48927372,0.018974148,,8.072845757,1.20396E+31,8.072845757,3.339673557
0.062825496,4.94731E+24,0.042544373,2.19231E+24,,0.062825496,0.310186403,0.042544373,0.275636281,,3.769529743,1.889415736,2.552662398,0.018967357,,7.969174675,1.25709E+31,7.969174675,3.30634081
0.065351707,6.7918E+24,0.04359816,2.72522E+24,,0.065351707,0.311164075,0.04359816,0.276075497,,3.921102435,1.88532875,2.615889598,0.018959226,,7.863679984,1.30709E+31,7.863679984,3.272109677
0.06738134,8.60321E+24,0.044649311,3.35296E+24,,0.06738134,0.312034804,0.044649311,0.276533377,,4.042880422,1.881255556,2.678958642,0.018949582,,7.756194315,1.35323E+31,7.756194315,3.236902047
0.069106318,1.03941E+25,0.045697792,4.08573E+24,,0.069106318,0.312824084,0.045697792,0.277008659,,4.146379065,1.877176667,2.741867491,0.018938242,,7.643729416,1.39289E+31,7.643729416,3.199698644
0.071321167,1.30541E+25,0.047786505,5.90796E+24,,0.071321167,0.313898599,0.047786505,0.278004291,,4.279270049,1.871030494,2.867190324,0.018909719,,7.525864859,1.43336E+31,7.525864859,3.160299605
0.073233077,1.56913E+25,0.049864325,8.27335E+24,,0.073233077,0.314877858,0.049864325,0.279069585,,4.393984624,1.864840245,2.991859491,0.018872091,,7.404997066,1.46964E+31,7.404997066,3.11945109
0.075464638,1.91794E+25,0.051696092,1.08824E+25,,0.075464638,0.31608819,0.051696092,0.280112128,,4.527878274,1.856508641,3.101765515,0.018829827,,7.280811734,1.5016E+31,7.280811734,3.076999704
0.07744177,2.26409E+25,0.053213565,1.34567E+25,,0.07744177,0.317223122,0.053213565,0.281038354,,4.646506187,1.848082465,3.192813898,0.018787435,,7.137774599,1.52926E+31,7.137774599,3.027482626
0.07966138,2.69413E+25,0.054526859,1.60052E+25,,0.07966138,0.318540806,0.054526859,0.281903283,,4.779682787,1.837414889,3.271611558,0.018744784,,7.01421113,1.54801E+31,7.01421113,2.984156604
0.081678097,3.12057E+25,0.056237043,1.97951E+25,,0.081678097,0.319817322,0.056237043,0.28310444,,4.900685812,1.82659372,3.37422259,0.018680202,,6.931244973,1.55724E+31,6.931244973,2.954772064
0.083903465,3.62807E+25,0.057729878,2.35563E+25,,0.083903465,0.321308541,0.057729878,0.284211156,,5.034207916,1.813399263,3.463792672,0.018614838,,6.845071534,1.56287E+31,6.845071534,2.92399666
0.085971533,4.13141E+25,0.059486958,2.85372E+25,,0.085971533,0.322762562,0.059486958,0.285580449,,5.158291971,1.799973119,3.569217484,0.01852642,,6.755512361,1.56583E+31,6.755512361,2.891731616
0.088237678,4.71184E+25,0.061053868,3.34845E+25,,0.088237678,0.324448803,0.061053868,0.28686843,,5.294260703,1.784030824,3.663232078,0.018436529,,6.664639453,1.56395E+31,6.664639453,2.85869531
0.090386967,5.28836E+25,0.062482121,3.84016E+25,,0.090386967,0.326099934,0.062482121,0.288099473,,5.423218028,1.767737066,3.748927268,0.018345145,,6.572342706,1.55847E+31,6.572342706,2.824827884
0.09273992,5.94078E+25,0.064121992,4.4516E+25,,0.09273992,0.327979681,0.064121992,0.289565192,,5.564395182,1.748692821,3.847319511,0.01822881,,6.475166616,1.54668E+31,6.475166616,2.788821371
0.095015228,6.58579E+25,0.065639528,5.05888E+25,,0.095015228,0.329873404,0.065639528,0.290988245,,5.700913704,1.729177629,3.938371667,0.018110123,,6.37279099,1.53481E+31,6.37279099,2.750492796
0.097239213,7.22279E+25,0.067339207,5.78198E+25,,0.097239213,0.331797737,0.067339207,0.292668485,,5.834352804,1.709168934,4.040352398,0.017964497,,6.268213824,1.52098E+31,6.268213824,2.71091115
0.099706268,7.9297E+25,0.068938622,6.49959E+25,,0.099706268,0.33401159,0.068938622,0.294322582,,5.98237609,1.686026373,4.136317334,0.017815301,,6.161239366,1.5044E+31,6.161239366,2.669962701
0.102160672,8.62311E+25,0.07071005,7.33029E+25,,0.102160672,0.336305085,0.07071005,0.296231176,,6.1296403,1.662211532,4.242602989,0.017636581,,6.048721617,1.48364E+31,6.048721617,2.626378057
0.104625829,9.30922E+25,0.072406147,8.15332E+25,,0.104625829,0.338647674,0.072406147,0.298141561,,6.277549717,1.637572876,4.344368846,0.017452639,,5.930167299,1.45989E+31,5.930167299,2.579869094
0.107123834,9.9835E+25,0.074278971,9.08213E+25,,0.107123834,0.341087917,0.074278971,0.300351302,,6.427430055,1.612078598,4.456738248,0.017235971,,5.808071504,1.4323E+31,5.808071504,2.531324141
0.109676815,1.06438E+26,0.076105122,1.00027E+26,,0.109676815,0.343645751,0.076105122,0.30258326,,6.580608897,1.585673953,4.566307313,0.017011455,,5.682053335,1.40136E+31,5.682053335,2.480510589
0.112308203,1.12942E+26,0.077904486,1.09123E+26,,0.112308203,0.346313453,0.077904486,0.304866145,,6.738492171,1.558184201,4.674269161,0.016778738,,5.572119773,1.3718E+31,5.572119773,2.435576769
0.115044952,1.1928E+26,0.079917989,1.19237E+26,,0.115044952,0.349145462,0.079917989,0.307499051,,6.902697115,1.52956049,4.795079347,0.016506284,,5.479539263,1.34606E+31,5.479539263,2.397285516
0.117917341,1.25518E+26,0.081941344,1.29161E+26,,0.117917341,0.352125021,0.081941344,0.310260144,,7.075040464,1.499543259,4.916480628,0.01622166,,5.385158796,1.31745E+31,5.385158796,2.365655353
0.120939675,1.3151E+26,0.083996503,1.3895E+26,,0.120939675,0.355309009,0.083996503,0.313138835,,7.256380475,1.468293022,5.039790168,0.015922899,,5.288705123,1.28724E+31,5.288705123,2.333113781
0.123914616,1.36938E+26,0.086070885,1.48366E+26,,0.123914616,0.358420096,0.086070885,0.316142843,,7.434876947,1.437888724,5.164253119,0.015614093,,5.187663048,1.25491E+31,5.187663048,2.296267186
0.126812487,1.41699E+26,0.088245919,1.57743E+26,,0.126812487,0.361467551,0.088245919,0.319343013,,7.608749227,1.408843505,5.294755143,0.015284068,,5.081688221,1.22127E+31,5.081688221,2.254429032
0.12996686,1.46344E+26,0.090499396,1.66737E+26,,0.12996686,0.364775227,0.090499396,0.322754185,,7.798011577,1.377926435,5.429963775,0.014938594,,4.972842132,1.18662E+31,4.972842132,2.207862078
0.133074213,1.50416E+26,0.092642232,1.74672E+26,,0.133074213,0.368000961,0.092642232,0.326027461,,7.984452783,1.348261399,5.558533938,0.014607962,,4.888548648,1.15996E+31,4.888548648,2.155937039
0.136459853,1.54317E+26,0.094884425,1.82222E+26,,0.136459853,0.371475978,0.094884425,0.329505,,8.187591177,1.316907689,5.693065478,0.014262551,,4.832289811,1.14218E+31,4.832289811,2.155937039
0.139831009,1.57696E+26,0.097228948,1.89318E+26,,0.139831009,0.374880392,0.097228948,0.333171951,,8.389860538,1.286740493,5.833736887,0.013903682,,4.772003141,1.12311E+31,4.772003141,2.111638463
0.143205303,1.606E+26,0.099508662,1.95496E+26,,0.143205303,0.378239881,0.099508662,0.33673592,,8.592318191,1.257634512,5.970519716,0.013558269,,4.70760259,1.10316E+31,4.70760259,2.077756626
0.146597996,1.63115E+26,0.101912279,2.01184E+26,,0.146597996,0.381541072,0.101912279,0.340512264,,8.795879747,1.229465682,6.114736716,0.013200165,,4.64268316,1.08341E+31,4.64268316,2.042020927
0.150023232,1.65374E+26,0.104448589,2.06385E+26,,0.150023232,0.384745032,0.104448589,0.344471194,,9.001393891,1.202026266,6.266915313,0.012830152,,4.577223581,1.06394E+31,4.577223581,2.004320688
0.153812825,1.67346E+26,0.108967936,2.13785E+26,,0.153812825,0.388272668,0.108967936,0.351437457,,9.228769526,1.173131978,6.538076134,0.012194266,,4.509940034,1.04439E+31,4.509940034,1.96375807
0.157674991,1.69031E+26,0.111646931,2.17225E+26,,0.157674991,0.391739579,0.111646931,0.355467961,,9.46049948,1.144998068,6.698815889,0.011832777,,4.440791925,1.02494E+31,4.440791925,1.920081168
0.161626353,1.7051E+26,0.11434574,2.20031E+26,,0.161626353,0.395123971,0.11434574,0.359458219,,9.697581203,1.11750319,6.860744409,0.011481467,,4.371071817,1.00604E+31,4.371071817,1.87391594
0.165685783,1.71702E+26,0.117078547,2.22387E+26,,0.165685783,0.398492338,0.117078547,0.363371262,,9.941146991,1.090729898,7.024712806,0.011138446,,4.300766515,9.87291E+30,4.300766515,1.825108171
0.169872474,1.72643E+26,0.11985938,2.24291E+26,,0.169872474,0.401850833,0.11985938,0.367244526,,10.19234847,1.064562344,7.191562793,0.010803061,,4.226808469,9.68031E+30,4.226808469,1.771211902
0.173840148,1.73307E+26,0.122702248,2.25754E+26,,0.173840148,0.404921594,0.122702248,0.371101659,,10.43040888,1.041075306,7.362134857,0.010474959,,4.149123708,9.49085E+30,4.149123708,1.711648766
0.179098006,1.73982E+26,0.125622002,2.26966E+26,,0.179098006,0.408775369,0.125622002,0.374886189,,10.74588039,1.011716035,7.537320144,0.010152154,,4.070757842,9.31309E+30,4.070757842,1.648347306
0.183418054,1.74462E+26,0.128634578,2.27807E+26,,0.183418054,0.41172341,0.128634578,0.378673334,,11.00508325,0.988935961,7.718074705,0.009835286,,3.991745079,9.14436E+30,3.991745079,1.581082545
0.187931847,1.74672E+26,0.131757351,2.28511E+26,,0.187931847,0.414747405,0.131757351,0.382378214,,11.27591079,0.966683812,7.905441079,0.009522036,,3.910590507,8.98478E+30,3.910590507,1.50820241
0.192665427,1.74924E+26,0.135010526,2.29023E+26,,0.192665427,0.417668181,0.135010526,0.38604162,,11.55992563,0.944528068,8.100631554,0.009212554,,3.827359879,8.83929E+30,3.827359879,1.429238593
0.197186129,1.74846E+26,0.138199053,2.29264E+26,,0.197186129,0.420452974,0.138199053,0.389481885,,11.83116776,0.924895071,8.291943184,0.008926046,,3.743765456,8.71466E+30,3.743765456,1.34537047
0.201943278,1.74765E+26,0.14154469,2.29461E+26,,0.201943278,0.423187173,0.14154469,0.392850941,,12.11659668,0.905375325,8.492681392,0.008641354,,3.659983462,8.6127E+30,3.659983462,1.256440562
0.206968129,1.74648E+26,0.145074107,2.29439E+26,,0.206968129,0.425895043,0.145074107,0.39624319,,12.41808773,0.886002594,8.704446443,0.008359523,,3.594027686,8.54965E+30,3.594027686,1.182790791
0.212302181,1.74345E+26,0.148561773,2.29396E+26,,0.212302181,0.428679515,0.148561773,0.399353169,,12.73813088,0.866952828,8.913706387,0.008097495,,3.545650782,8.51945E+30,3.545650782,1.12662201
0.217404152,1.74209E+26,0.152269115,2.29211E+26,,0.217404152,0.431061343,0.152269115,0.402474202,,13.04424912,0.849698187,9.136146914,0.007837292,,3.497774731,8.5063E+30,3.497774731,1.069163368
0.222833845,1.73713E+26,0.155942011,2.29064E+26,,0.222833845,0.433652083,0.155942011,0.40531075,,13.37003072,0.832956678,9.356520682,0.007595971,,3.450450847,8.46606E+30,3.450450847,1.010461483
0.228640137,1.73279E+26,0.15987723,2.28696E+26,,0.228640137,0.436177386,0.15987723,0.40821711,,13.71840823,0.816178351,9.592633812,0.007356727,,3.40240539,8.28617E+30,3.40240539,1
0.234163219,1.72575E+26,0.163782917,2.28433E+26,,0.234163219,0.438621281,0.163782917,0.410826247,,14.04979315,0.801705865,9.826975015,0.007135437,,3.352846732,8.05983E+30,3.352846732,1
0.240073686,1.71994E+26,0.167636319,2.28106E+26,,0.240073686,0.440965482,0.167636319,0.413236051,,14.40442116,0.787122559,10.05817916,0.006933386,,3.302513453,7.79996E+30,3.302513453,1
0.246429804,1.71317E+26,0.171798833,2.27518E+26,,0.246429804,0.443365973,0.171798833,0.41575748,,14.78578822,0.772672593,10.30792998,0.006733553,,3.251291235,7.56845E+30,3.251291235,1
0.252408098,1.7055E+26,0.17589859,2.27086E+26,,0.252408098,0.445581512,0.17589859,0.417978791,,15.14448586,0.76027476,10.5539154,0.006551061,,3.197161844,7.32939E+30,3.197161844,1
0.258829965,1.69685E+26,0.180357612,2.26634E+26,,0.258829965,0.44786514,0.180357612,0.42019376,,15.52979791,0.748014874,10.82145672,0.006368786,,3.139959614,7.06884E+30,3.139959614,1
0.265760923,1.68489E+26,0.184735908,2.26118E+26,,0.265760923,0.450389804,0.184735908,0.422232912,,15.94565537,0.736195348,11.08415449,0.00620562,,3.081410771,6.79197E+30,3.081410771,1
0.272135861,1.67503E+26,0.18952724,2.25226E+26,,0.272135861,0.45252906,0.18952724,0.424463767,,16.32815168,0.726027111,11.37163442,0.006045752,,3.021293371,6.53363E+30,3.021293371,1
0.278976679,1.6642E+26,0.19420041,2.24594E+26,,0.278976679,0.454746759,0.19420041,0.426354464,,16.73860074,0.715986656,11.65202459,0.005902228,,2.958376711,6.2685E+30,2.958376711,1
