T(min),N(needle),T(min),N(sphere),,T(min),R(needle),T(min),R(sphere),,T(s),C(needle),T(s),C(sphere),,L(nm),PSD,L(nm),ARD
0.28634946,1.65242E+26,0.199341761,2.23872E+26,,0.28634946,0.457047032,0.199341761,0.428288021,,17.1809676,0.706058386,11.96050568,0.005759513,,2.908819057,6.05307E+30,2.908819057,1
0.294276701,1.63948E+26,0.20429825,2.22897E+26,,0.294276701,0.459446968,0.20429825,0.430167333,,17.65660208,0.696288309,12.25789498,0.005637693,,2.875367875,5.911E+30,2.875367875,1
0.301375078,1.62602E+26,0.209768292,2.21871E+26,,0.301375078,0.461670938,0.209768292,0.432075786,,18.08250467,0.68848829,12.5860975,0.0055163,,2.841193361,5.76858E+30,2.841193361,1
0.308937723,1.61165E+26,0.214944248,2.207E+26,,0.308937723,0.463985588,0.214944248,0.433878937,,18.5362634,0.680788834,12.89665485,0.005414782,,2.806272876,5.62115E+30,2.806272876,1
0.316993464,1.59559E+26,0.220643176,2.19401E+26,,0.316993464,0.466460305,0.220643176,0.435760479,,19.01960786,0.673299302,13.23859056,0.005314535,,2.770753684,5.46557E+30,2.770753684,1
0.325521471,1.5792E+26,0.225849675,2.18458E+26,,0.325521471,0.46898452,0.225849675,0.437250752,,19.53128828,0.665867964,13.5509805,0.005229952,,2.734649308,5.32185E+30,2.734649308,1
0.334658434,1.561E+26,0.231562873,2.17207E+26,,0.334658434,0.47169692,0.231562873,0.438926568,,20.07950603,0.658609552,13.89377239,0.00514803,,2.695636593,5.18063E+30,2.695636593,1
0.344272119,1.53691E+26,0.237852981,2.1555E+26,,0.344272119,0.474955148,0.237852981,0.440852841,,20.65632711,0.652142492,14.27117883,0.005069635,,2.653523044,5.02021E+30,2.653523044,1
0.352338261,1.51944E+26,0.244798837,2.14076E+26,,0.352338261,0.47744421,0.244798837,0.442681853,,21.14029567,0.646726215,14.68793025,0.004989774,,2.610301667,4.85162E+30,2.610301667,1
0.360724237,1.50379E+26,0.250883998,2.12256E+26,,0.360724237,0.479800048,0.250883998,0.444546078,,21.64345424,0.641060505,15.05303985,0.004931481,,2.565873183,4.68645E+30,2.565873183,1
0.369441512,1.48791E+26,0.257485639,2.1028E+26,,0.369441512,0.482204138,0.257485639,0.446525626,,22.16649072,0.635424292,15.44913836,0.004874565,,2.519968699,4.51976E+30,2.519968699,1
0.378516241,1.46774E+26,0.264643514,2.08531E+26,,0.378516241,0.485046194,0.264643514,0.448382549,,22.71097448,0.630314368,15.87861085,0.004815732,,2.472455635,4.3434E+30,2.472455635,1
0.38792841,1.44586E+26,0.272405868,2.06282E+26,,0.38792841,0.488103576,0.272405868,0.450579583,,23.27570462,0.625391915,16.34435206,0.004761099,,2.423368715,4.15366E+30,2.423368715,1
0.397583885,1.42545E+26,0.280780601,2.03834E+26,,0.397583885,0.491068697,0.280780601,0.452935753,,23.85503308,0.620294864,16.84683607,0.004708158,,2.372626723,3.97718E+30,2.372626723,1
0.407568704,1.40341E+26,0.287419664,2.01557E+26,,0.407568704,0.494253613,0.287419664,0.455017793,,24.45412225,0.615370826,17.24517982,0.00467248,,2.332846911,3.85294E+30,2.332846911,1
0.417821773,1.38047E+26,0.294386571,1.9958E+26,,0.417821773,0.497593298,0.294386571,0.456924538,,25.06930635,0.610556158,17.66319425,0.004634229,,2.304591381,3.76295E+30,2.304591381,1
0.428326326,1.36102E+26,0.301675383,1.97016E+26,,0.428326326,0.500625947,0.301675383,0.459261002,,25.69957959,0.605276629,18.100523,0.004600937,,2.276119303,3.67072E+30,2.276119303,1
0.439194142,1.33659E+26,0.309195978,1.94922E+26,,0.439194142,0.504262172,0.309195978,0.461299172,,26.35164849,0.600604093,18.55175866,0.004564019,,2.24744034,3.57891E+30,2.24744034,1
0.450202038,1.31648E+26,0.316853029,1.92673E+26,,0.450202038,0.507486384,0.316853029,0.463466237,,27.01212229,0.595406856,19.01118175,0.004529267,,2.217808024,3.48519E+30,2.217808024,1
0.461516215,1.29371E+26,0.324478414,1.90308E+26,,0.461516215,0.511076792,0.324478414,0.465727406,,27.69097289,0.590545126,19.46870486,0.004497507,,2.187169607,3.38896E+30,2.187169607,1
0.473071094,1.27032E+26,0.332112499,1.87619E+26,,0.473071094,0.514815413,0.332112499,0.46825127,,28.38426566,0.585788167,19.92674991,0.004469974,,2.156222517,3.29288E+30,2.156222517,1
0.484912112,1.25055E+26,0.347418331,1.8287E+26,,0.484912112,0.518198464,0.347418331,0.472916356,,29.09472675,0.58052605,20.84509986,0.00441232,,2.124970788,3.19633E+30,2.124970788,1
0.496935169,1.22618E+26,0.357957241,1.79986E+26,,0.496935169,0.522212861,0.357957241,0.475886893,,29.81611012,0.575945892,21.47743445,0.004371303,,2.092043224,3.09527E+30,2.092043224,1
0.509291682,1.2053E+26,0.368695974,1.76991E+26,,0.509291682,0.525874467,0.368695974,0.479002843,,30.55750094,0.570897609,22.12175842,0.00433164,,2.057329389,2.99388E+30,2.057329389,1
0.521652049,1.18516E+26,0.379553869,1.73551E+26,,0.521652049,0.529489698,0.379553869,0.482547884,,31.29912292,0.565938325,22.77323216,0.004296701,,2.022079216,2.89457E+30,2.022079216,1
0.534437104,1.16508E+26,0.39053411,1.70556E+26,,0.534437104,0.533177329,0.39053411,0.485790362,,32.06622627,0.560928037,23.43204662,0.004258518,,1.986280579,2.79841E+30,1.986280579,1
0.547240956,1.14498E+26,0.401743029,1.67421E+26,,0.547240956,0.536919593,0.401743029,0.489226348,,32.83445738,0.556113952,24.10458174,0.004221803,,1.949145831,2.70315E+30,1.949145831,1
0.570599674,1.10814E+26,0.413085663,1.64373E+26,,0.570599674,0.543910239,0.413085663,0.492654448,,34.23598043,0.547881679,24.7851398,0.004185123,,1.91050606,2.60151E+30,1.91050606,1
0.584408168,1.08742E+26,0.424766141,1.61666E+26,,0.584408168,0.547971737,0.424766141,0.495846816,,35.06449008,0.543213008,25.48596843,0.004145248,,1.87100835,2.49772E+30,1.87100835,1
0.598231177,1.06816E+26,0.436682327,1.58606E+26,,0.598231177,0.551870958,0.436682327,0.499438157,,35.89387062,0.538586776,26.20093961,0.004108952,,1.830606479,2.39117E+30,1.830606479,1
0.612400291,1.05079E+26,0.448895789,1.56061E+26,,0.612400291,0.555546236,0.448895789,0.502606343,,36.74401748,0.533766094,26.93374732,0.00406847,,1.797896861,2.30411E+30,1.797896861,1
0.626776598,1.03195E+26,0.461517052,1.53022E+26,,0.626776598,0.559521212,0.461517052,0.506337431,,37.60659589,0.529269003,27.69102314,0.004032356,,1.773298503,2.2417E+30,1.773298503,1
0.641599795,1.01268E+26,0.474270725,1.50474E+26,,0.641599795,0.563647454,0.474270725,0.509635643,,38.49598771,0.524888378,28.45624352,0.003993421,,1.748587439,2.18192E+30,1.748587439,1
0.656587634,9.97085E+25,0.487358833,1.47878E+26,,0.656587634,0.567217159,0.487358833,0.51304658,,39.39525802,0.520165726,29.24152998,0.003955639,,1.723656618,2.12347E+30,1.723656618,1
0.67212646,9.77884E+25,0.500919764,1.45068E+26,,0.67212646,0.571489297,0.500919764,0.516763977,,40.32758758,0.515957008,30.05518582,0.003919926,,1.697984991,2.06548E+30,1.697984991,1
0.687986588,9.61905E+25,0.514518447,1.42444E+26,,0.687986588,0.575262858,0.514518447,0.520341242,,41.27919527,0.511425628,30.87110681,0.003884694,,1.671576234,2.00773E+30,1.671576234,1
0.704202245,9.44066E+25,0.528916932,1.40141E+26,,0.704202245,0.57944904,0.528916932,0.52364266,,42.2521347,0.507234068,31.73501592,0.003845549,,1.644853755,1.95033E+30,1.644853755,1
0.720906509,9.28923E+25,0.543347689,1.37506E+26,,0.720906509,0.583203307,0.543347689,0.527377027,,43.25439057,0.502768886,32.60086135,0.003811811,,1.61781591,1.89517E+30,1.61781591,1
0.738057285,9.10717E+25,0.558288306,1.35236E+26,,0.738057285,0.587624398,0.558288306,0.530754404,,44.28343708,0.49880923,33.49729834,0.0037752,,1.589288328,1.84014E+30,1.589288328,1
0.755392753,8.95785E+25,0.5736451,1.32743E+26,,0.755392753,0.591464913,0.5736451,0.534470065,,45.32356516,0.494602654,34.41870598,0.003741572,,1.559277759,1.78154E+30,1.559277759,1
0.773343283,8.79171E+25,0.589692571,1.30278E+26,,0.773343283,0.595728501,0.589692571,0.538237872,,46.40059696,0.490670383,35.38155429,0.003707806,,1.528886186,1.7217E+30,1.528886186,1
0.791617808,8.658E+25,0.605438294,1.2817E+26,,0.791617808,0.599379252,0.605438294,0.541585539,,47.49706848,0.486447833,36.32629762,0.003674524,,1.497903889,1.66184E+30,1.497903889,1
0.81029112,8.50244E+25,0.621755895,1.26073E+26,,0.81029112,0.603559672,0.621755895,0.544982176,,48.61746721,0.48264764,37.30535373,0.003641519,,1.465693742,1.6005E+30,1.465693742,1
0.829460341,8.34464E+25,0.638859496,1.23803E+26,,0.829460341,0.607874777,0.638859496,0.548690815,,49.76762046,0.478964517,38.33156974,0.003610092,,1.440478374,1.55303E+30,1.440478374,1
0.848962626,8.21283E+25,0.655790078,1.21744E+26,,0.848962626,0.611670396,0.655790078,0.55215094,,50.93775755,0.475087714,39.34740468,0.003579845,,1.423699071,1.52192E+30,1.423699071,1
0.869287547,8.07015E+25,0.673450061,1.19674E+26,,0.869287547,0.615795469,0.673450061,0.55569978,,52.15725279,0.471380471,40.40700366,0.003549852,,1.406594551,1.49048E+30,1.406594551,1
0.889762013,7.92658E+25,0.691655687,1.17615E+26,,0.889762013,0.620005157,0.691655687,0.559301593,,53.38572079,0.467892206,41.49934122,0.003520464,,1.389175049,1.4589E+30,1.389175049,1
0.910822111,7.79874E+25,0.710491709,1.15793E+26,,0.910822111,0.623907084,0.710491709,0.562617662,,54.64932668,0.464276906,42.62950254,0.003489611,,1.371701282,1.42752E+30,1.371701282,1
0.932625372,7.66606E+25,0.730160736,1.13795E+26,,0.932625372,0.62800453,0.730160736,0.566266808,,55.95752232,0.460786418,43.80964415,0.003460967,,1.354177372,1.39638E+30,1.354177372,1
0.954912417,7.5325E+25,0.749091103,1.1183E+26,,0.954912417,0.632196933,0.749091103,0.569898764,,57.29474505,0.457430934,44.94546618,0.003435779,,1.334961532,1.36217E+30,1.334961532,1
0.97758967,7.41091E+25,0.769252309,1.10107E+26,,0.97758967,0.636142293,0.769252309,0.57323107,,58.6553802,0.454052272,46.15513855,0.003407343,,1.314105307,1.32644E+30,1.314105307,1
1.000798187,7.27915E+25,0.790215261,1.08134E+26,,1.000798187,0.640432838,0.790215261,0.577041485,,60.04789122,0.450923632,47.41291564,0.003381758,,1.293145944,1.29143E+30,1.293145944,1
1.024593502,7.15916E+25,0.81096068,1.06498E+26,,1.024593502,0.644475846,0.81096068,0.580331161,,61.4756101,0.447736607,48.65764079,0.003355613,,1.272092039,1.25731E+30,1.272092039,1
1.049083982,7.04471E+25,0.832584903,1.04557E+26,,1.049083982,0.648433827,0.832584903,0.584222693,,62.94503892,0.444550901,49.95509416,0.003332166,,1.250540373,1.22338E+30,1.250540373,1
1.073951788,6.92854E+25,0.854863075,1.02822E+26,,1.073951788,0.652503984,0.854863075,0.587829118,,64.43710728,0.441524976,51.29178453,0.003307533,,1.228308683,1.18903E+30,1.228308683,1
1.099450754,6.8115E+25,0.877308918,1.01303E+26,,1.099450754,0.656672436,0.877308918,0.5910931,,65.96704525,0.438612122,52.63853511,0.00328262,,1.205813971,1.15504E+30,1.205813971,1
1.125699888,6.69496E+25,0.901238471,9.95839E+25,,1.125699888,0.660909624,0.901238471,0.594809473,,67.54199329,0.435743522,54.07430825,0.003258636,,1.183049681,1.12167E+30,1.183049681,1
1.152382982,6.58825E+25,0.925225517,9.79357E+25,,1.152382982,0.664908631,0.925225517,0.598449377,,69.14297894,0.432872322,55.51353099,0.003235742,,1.159140518,1.08746E+30,1.159140518,1
1.179998589,6.48052E+25,0.948637553,9.6473E+25,,1.179998589,0.669018201,0.948637553,0.601767386,,70.79991536,0.430053741,56.91825319,0.003213875,,1.134073977,1.05258E+30,1.134073977,1
1.208250142,6.37017E+25,0.972813494,9.49177E+25,,1.208250142,0.673289911,0.972813494,0.605335492,,72.49500849,0.427352039,58.36880963,0.003192974,,1.115014955,1.02645E+30,1.115014955,1
1.236969286,6.26993E+25,0.998628696,9.33605E+25,,1.236969286,0.677291751,0.998628696,0.608995162,,74.21815714,0.424642804,59.91772176,0.003171213,,1.102076038,1.00911E+30,1.102076038,1
1.266248156,6.16773E+25,1.024408475,9.20014E+25,,1.266248156,0.681430877,1.024408475,0.612293026,,75.97488936,0.42204421,61.46450852,0.003149358,,1.089149282,9.92027E+29,1.089149282,1
1.296276057,6.06964E+25,1.050731445,9.04356E+25,,1.296276057,0.685500704,1.050731445,0.616090899,,77.7765634,0.419458601,63.04388668,0.003130077,,1.076236181,9.75209E+29,1.076236181,1
1.327104772,5.96979E+25,1.078068295,8.90465E+25,,1.327104772,0.689708442,1.078068295,0.619584091,,79.62628634,0.41696862,64.6840977,0.003109151,,1.062811942,9.57707E+29,1.062811942,1
1.358298031,5.87676E+25,1.106206282,8.76477E+25,,1.358298031,0.693734888,1.106206282,0.623162208,,81.49788188,0.41449152,66.3723769,0.003088895,,1.048891323,9.40089E+29,1.048891323,1
1.390128891,5.78255E+25,1.133664285,8.63156E+25,,1.390128891,0.697874851,1.133664285,0.626631539,,83.40773348,0.412117038,68.01985708,0.003070156,,1.034978859,9.22739E+29,1.034978859,1
1.42286804,5.68742E+25,1.163439457,8.48736E+25,,1.42286804,0.702132026,1.163439457,0.630450791,,85.37208237,0.409792302,69.8063674,0.003050934,,1.021076783,9.05766E+29,1.021076783,1
1.456620254,5.59906E+25,1.193170209,8.36016E+25,,1.456620254,0.706204414,1.193170209,0.633921502,,87.39721522,0.407406775,71.59021257,0.003031755,,1.00688401,8.88514E+29,1.00688401,1
1.491016914,5.50532E+25,1.22381537,8.22634E+25,,1.491016914,0.710567157,1.22381537,0.637622408,,89.46101485,0.405177357,73.42892219,0.003013336,,0.992411306,8.71428E+29,0.992411306,1
1.526644686,5.41813E+25,1.254561676,8.09993E+25,,1.526644686,0.714748739,1.254561676,0.641198855,,91.59868118,0.40287375,75.27370056,0.002995346,,0.977940315,8.54565E+29,0.977940315,1
1.562451402,5.33196E+25,1.285465885,7.97832E+25,,1.562451402,0.71895363,1.285465885,0.644709054,,93.7470841,0.400675189,77.12795308,0.002978014,,0.963474063,8.38097E+29,0.963474063,1
1.599447573,5.2503E+25,1.318533028,7.84888E+25,,1.599447573,0.723045685,1.318533028,0.64851078,,95.96685438,0.398433691,79.11198167,0.002960329,,0.947690705,8.20179E+29,0.947690705,1
1.636929783,5.1603E+25,1.3526184,7.72749E+25,,1.636929783,0.727579613,1.3526184,0.652171329,,98.21578695,0.396396466,81.15710403,0.002942344,,0.930637277,8.01443E+29,0.930637277,1
1.684838066,5.06276E+25,1.387706729,7.60251E+25,,1.684838066,0.732687364,1.387706729,0.656002114,,101.0902839,0.393719934,83.26240375,0.002924936,,0.913574379,7.8293E+29,0.913574379,1
1.724367436,4.98074E+25,1.422561366,7.48327E+25,,1.724367436,0.73704599,1.422561366,0.659733448,,103.4620462,0.391678623,85.35368193,0.002908394,,0.89650809,7.64905E+29,0.89650809,1
1.764986921,4.90078E+25,1.458624356,7.36354E+25,,1.764986921,0.741393256,1.458624356,0.663555386,,105.8992152,0.389638964,87.51746135,0.002891979,,0.878955857,7.46446E+29,0.878955857,1
1.827056647,4.78425E+25,1.496144558,7.24817E+25,,1.827056647,0.747895283,1.496144558,0.667331556,,109.6233988,0.386661676,89.76867348,0.002875058,,0.860943248,7.28153E+29,0.860943248,1
1.869801299,4.70827E+25,1.533645276,7.13731E+25,,1.869801299,0.752249807,1.533645276,0.671032848,,112.188078,0.384694648,92.01871659,0.002858922,,0.842905021,7.10031E+29,0.842905021,1
1.913806602,4.63368E+25,1.571916471,7.02454E+25,,1.913806602,0.756619197,1.571916471,0.674862878,,114.8283961,0.382729517,94.31498824,0.002843317,,0.824850157,6.92497E+29,0.824850157,1
1.958508081,4.55727E+25,1.612117377,6.91436E+25,,1.958508081,0.761164947,1.612117377,0.678696794,,117.5104849,0.380860608,96.72704264,0.002827129,,0.810848951,6.78863E+29,0.810848951,1
2.015841952,4.47172E+25,1.652792888,6.80604E+25,,2.015841952,0.766429959,1.652792888,0.682540208,,120.9505171,0.378441353,99.16757328,0.00281151,,0.80076899,6.69379E+29,0.80076899,1
2.074141789,4.38317E+25,1.694150707,6.69991E+25,,2.074141789,0.771975208,1.694150707,0.68638265,,124.4485073,0.376177705,101.6490424,0.002796276,,0.790814336,6.60136E+29,0.790814336,1
2.134445465,4.29392E+25,1.73706731,6.59313E+25,,2.134445465,0.777700081,1.73706731,0.690327644,,128.0667279,0.373968411,104.2240386,0.002781042,,0.780983432,6.51223E+29,0.780983432,1
2.196369484,4.21018E+25,1.779934172,6.49154E+25,,2.196369484,0.783240897,1.779934172,0.694162162,,131.782169,0.371739475,106.7960503,0.002766348,,0.770887128,6.41777E+29,0.770887128,1
2.260312249,4.12903E+25,1.824043197,6.39029E+25,,2.260312249,0.788757685,1.824043197,0.698061777,,135.618735,0.369522062,109.4425918,0.002751725,,0.760533926,6.32526E+29,0.760533926,1
2.325864411,4.04609E+25,1.869030983,6.28831E+25,,2.325864411,0.79451645,1.869030983,0.702061459,,139.5518646,0.367404029,112.141859,0.002737631,,0.750319771,6.23541E+29,0.750319771,1
2.393646573,3.96713E+25,1.914666139,6.19414E+25,,2.393646573,0.800163799,1.914666139,0.705851417,,143.6187944,0.365269184,114.8799684,0.002723342,,0.740242795,6.14887E+29,0.740242795,1
2.462215894,3.89071E+25,1.962428325,6.09598E+25,,2.462215894,0.805767133,1.962428325,0.709870736,,147.7329536,0.363217985,117.7456995,0.002709175,,0.729764055,6.05541E+29,0.729764055,1
2.533534705,3.81457E+25,2.010525446,5.99983E+25,,2.533534705,0.811493768,2.010525446,0.713886864,,152.0120823,0.361170986,120.6315267,0.002695505,,0.718896946,5.96324E+29,0.718896946,1
2.606069714,3.74194E+25,2.059933542,5.90864E+25,,2.606069714,0.817105813,2.059933542,0.717789114,,156.3641828,0.359164014,123.5960125,0.002681634,,0.708191662,5.87381E+29,0.708191662,1
2.68085303,3.66798E+25,2.11105418,5.81382E+25,,2.68085303,0.822950172,2.11105418,0.721915983,,160.8511818,0.357217012,126.6632508,0.002668063,,0.697645793,5.78817E+29,0.697645793,1
2.757542818,3.59716E+25,2.161971641,5.72343E+25,,2.757542818,0.828702513,2.161971641,0.725935115,,165.4525691,0.355289579,129.7182985,0.002655025,,0.686860739,5.70134E+29,0.686860739,1
2.836580875,3.52632E+25,2.215282931,5.6365E+25,,2.836580875,0.834598774,2.215282931,0.729897572,,170.1948525,0.353400491,132.9169759,0.002641347,,0.675846416,5.61397E+29,0.675846416,1
2.917786383,3.45903E+25,2.268814666,5.54887E+25,,2.917786383,0.8403612,2.268814666,0.733957098,,175.067183,0.351509747,136.1288799,0.002628597,,0.664808784,5.52603E+29,0.664808784,1
3.0007542,3.39392E+25,2.324037623,5.45966E+25,,3.0007542,0.846082627,2.324037623,0.738169618,,180.045252,0.349654022,139.4422574,0.00261599,,0.653751542,5.44015E+29,0.653751542,1
3.086090843,3.32727E+25,2.380011232,5.37766E+25,,3.086090843,0.852067444,2.380011232,0.742142741,,185.1654506,0.347863007,142.8006739,0.002603163,,0.641866053,5.34765E+29,0.641866053,1
3.173298892,3.26246E+25,2.436773337,5.29426E+25,,3.173298892,0.858042808,2.436773337,0.746253111,,190.3979335,0.346101649,146.2064002,0.002590856,,0.629186089,5.25253E+29,0.629186089,1
3.263107136,3.20016E+25,2.494751725,5.21378E+25,,3.263107136,0.863946508,2.494751725,0.75030667,,195.7864281,0.344343566,149.6851035,0.002578626,,0.616469816,5.15799E+29,0.616469816,1
3.355289221,3.13898E+25,2.554759736,5.13007E+25,,3.355289221,0.869890794,2.554759736,0.754598238,,201.3173532,0.342615639,153.2855841,0.002566587,,0.603723879,5.06599E+29,0.603723879,1
3.449521173,3.07965E+25,2.615151421,5.05465E+25,,3.449521173,0.875807082,2.615151421,0.758567985,,206.9712704,0.340915061,156.9090852,0.002554392,,0.590752991,4.97227E+29,0.590752991,1
3.546952345,3.02006E+25,2.67692313,4.97449E+25,,3.546952345,0.881894336,2.67692313,0.762847418,,212.8171407,0.339232539,160.6153878,0.002542831,,0.5775727,4.88053E+29,0.5775727,1
3.646489055,2.96086E+25,2.740336846,4.90007E+25,,3.646489055,0.888090623,2.740336846,0.766923745,,218.7893433,0.337601068,164.4202107,0.002530903,,0.567682057,4.81079E+29,0.567682057,1
3.748822697,2.90427E+25,2.804395411,4.82494E+25,,3.748822697,0.89418218,2.804395411,0.771109813,,224.9293618,0.33596537,168.2637246,0.002519553,,0.560972259,4.76511E+29,0.560972259,1
