Time(s),Ndens,,Time(s),R(m),,Time(s),FV
0.009166062,15336481526,,0.009166062,6.20811E-10,,0.009166062,1.53707E-17
0.012030868,2.01421E+14,,0.012030868,6.20812E-10,,0.012030868,2.01871E-13
0.012377274,4.98324E+14,,0.012377274,6.21051E-10,,0.012377274,5.00016E-13
0.012845039,1.57287E+15,,0.012845039,6.21142E-10,,0.012845039,1.57889E-12
0.01334446,4.92522E+15,,0.01334446,6.21191E-10,,0.01334446,4.94527E-12
0.013882906,1.54259E+16,,0.013882906,6.21228E-10,,0.013882906,1.54915E-11
0.014464859,4.83031E+16,,0.014464859,6.21264E-10,,0.014464859,4.85169E-11
0.015095671,1.51211E+17,,0.015095671,6.21303E-10,,0.015095671,1.51908E-10
0.01578159,4.73215E+17,,0.01578159,6.21346E-10,,0.01578159,4.75497E-10
0.016529947,1.48046E+18,,0.016529947,6.21395E-10,,0.016529947,1.48794E-09
0.017349408,4.63003E+18,,0.017349408,6.2145E-10,,0.017349408,4.65469E-09
0.018250279,1.4475E+19,,0.018250279,6.21513E-10,,0.018250279,1.45565E-08
0.019244906,4.52361E+19,,0.019244906,6.21586E-10,,0.019244906,4.55069E-08
0.020348203,1.41312E+20,,0.020348203,6.2167E-10,,0.020348203,1.42216E-07
0.021578333,4.41251E+20,,0.021578333,6.21771E-10,,0.021578333,4.44289E-07
0.022957635,1.37718E+21,,0.022957635,6.21891E-10,,0.022957635,1.38747E-06
0.024513885,4.29607E+21,,0.024513885,6.2204E-10,,0.024513885,4.33127E-06
0.026282076,1.33931E+22,,0.026282076,6.22215E-10,,0.026282076,1.35142E-05
0.028307074,4.17113E+22,,0.028307074,6.22462E-10,,0.028307074,4.21387E-05
0.030647978,1.29671E+23,,0.030647978,6.22796E-10,,0.030647978,0.000131211
0.032367812,2.68778E+23,,0.032367812,6.23523E-10,,0.032367812,0.000272923
0.033289786,3.84003E+23,,0.033289786,6.24187E-10,,0.033289786,0.000391172
0.034536554,6.01376E+23,,0.034536554,6.25174E-10,,0.034536554,0.000615514
0.035431682,8.11062E+23,,0.035431682,6.25969E-10,,0.035431682,0.0008333
0.036461721,1.11855E+24,,0.036461721,6.26993E-10,,0.036461721,0.00115487
0.037525425,1.52074E+24,,0.037525425,6.28208E-10,,0.037525425,0.001579255
0.038584217,2.01521E+24,,0.038584217,6.29591E-10,,0.038584217,0.002106614
0.039627783,2.59935E+24,,0.039627783,6.31155E-10,,0.039627783,0.002737553
0.040657396,3.27019E+24,,0.040657396,6.32908E-10,,0.040657396,0.003472839
0.04167891,4.0243E+24,,0.04167891,6.34859E-10,,0.04167891,0.004313308
0.042699963,4.85807E+24,,0.042699963,6.36999E-10,,0.042699963,0.005259797
0.043728898,5.76638E+24,,0.043728898,6.39371E-10,,0.043728898,0.006313221
0.044774436,6.74467E+24,,0.044774436,6.41966E-10,,0.044774436,0.007474558
0.045845651,7.78758E+24,,0.045845651,6.44792E-10,,0.045845651,0.008744788
0.046952076,8.88936E+24,,0.046952076,6.47854E-10,,0.046952076,0.010124921
0.048103894,1.00439E+25,,0.048103894,6.51161E-10,,0.048103894,0.011615977
0.049232103,1.11671E+25,,0.049232103,6.54453E-10,,0.049232103,0.013111862
0.050429582,1.23334E+25,,0.050429582,6.58028E-10,,0.050429582,0.01471988
0.051627368,1.34634E+25,,0.051627368,6.6162E-10,,0.051627368,0.016333105
0.052835259,1.45576E+25,,0.052835259,6.65229E-10,,0.052835259,0.017951126
0.0541439,1.56842E+25,,0.0541439,6.69109E-10,,0.0541439,0.019680707
0.055481592,1.67756E+25,,0.055481592,6.72954E-10,,0.055481592,0.02141531
0.056855912,1.78234E+25,,0.056855912,6.76861E-10,,0.056855912,0.023151428
0.058183274,1.87741E+25,,0.058183274,6.80502E-10,,0.058183274,0.024782019
0.059553784,1.96921E+25,,0.059553784,6.84139E-10,,0.059553784,0.0264128
0.060971711,2.05739E+25,,0.060971711,6.87794E-10,,0.060971711,0.028040092
0.062441758,2.1425E+25,,0.062441758,6.91411E-10,,0.062441758,0.02966325
0.06396726,2.22496E+25,,0.06396726,6.94983E-10,,0.06396726,0.031284733
0.065552221,2.30355E+25,,0.065552221,6.98573E-10,,0.065552221,0.032894298
0.067087533,2.37507E+25,,0.067087533,7.01826E-10,,0.067087533,0.034391702
0.068678872,2.44319E+25,,0.068678872,7.05076E-10,,0.068678872,0.035871857
0.070328445,2.5082E+25,,0.070328445,7.08315E-10,,0.070328445,0.037336281
0.072035985,2.57264E+25,,0.072035985,7.11371E-10,,0.072035985,0.038793228
0.073802243,2.63243E+25,,0.073802243,7.1449E-10,,0.073802243,0.040219327
0.075627207,2.68974E+25,,0.075627207,7.17525E-10,,0.075627207,0.041620812
0.077509874,2.74367E+25,,0.077509874,7.20539E-10,,0.077509874,0.042992493
0.07944541,2.79962E+25,,0.07944541,7.23206E-10,,0.07944541,0.044358091
0.081432464,2.84884E+25,,0.081432464,7.2603E-10,,0.081432464,0.045668709
0.083467609,2.89439E+25,,0.083467609,7.28839E-10,,0.083467609,0.046939771
0.085545386,2.93706E+25,,0.085545386,7.31584E-10,,0.085545386,0.048171903
0.087661081,2.97582E+25,,0.087661081,7.34328E-10,,0.087661081,0.049358821
0.089806389,3.0177E+25,,0.089806389,7.36674E-10,,0.089806389,0.050534851
0.091976256,3.04998E+25,,0.091976256,7.39362E-10,,0.091976256,0.051636521
0.09416422,3.07834E+25,,0.09416422,7.42073E-10,,0.09416422,0.05269216
0.096365595,3.10282E+25,,0.096365595,7.44815E-10,,0.096365595,0.053701999
0.098731178,3.12548E+25,,0.098731178,7.47768E-10,,0.098731178,0.05474017
0.101097576,3.14303E+25,,0.101097576,7.50833E-10,,0.101097576,0.055727301
0.103459743,3.15592E+25,,0.103459743,7.54003E-10,,0.103459743,0.056667455
0.105967192,3.16688E+25,,0.105967192,7.57394E-10,,0.105967192,0.057634892
0.108460482,3.17217E+25,,0.108460482,7.60976E-10,,0.108460482,0.058554165
0.111092976,3.17444E+25,,0.111092976,7.6485E-10,,0.111092976,0.059495403
0.113707287,3.17171E+25,,0.113707287,7.68912E-10,,0.113707287,0.060396565
0.116452589,3.16692E+25,,0.116452589,7.73239E-10,,0.116452589,0.061329234
0.119184414,3.15651E+25,,0.119184414,7.77824E-10,,0.119184414,0.062221429
0.122046605,3.14296E+25,,0.122046605,7.82769E-10,,0.122046605,0.063143331
0.124898753,3.12534E+25,,0.124898753,7.87923E-10,,0.124898753,0.064037769
0.12790274,3.10645E+25,,0.12790274,7.9333E-10,,0.12790274,0.064970226
0.130901201,3.0482E+25,,0.130901201,8.01322E-10,,0.130901201,0.065698161
0.134054899,3.02002E+25,,0.134054899,8.07599E-10,,0.134054899,0.066632345
0.13723462,2.99317E+25,,0.13723462,8.13784E-10,,0.13723462,0.067568991
0.140436882,2.96122E+25,,0.140436882,8.20347E-10,,0.140436882,0.068478194
0.143829633,2.89268E+25,,0.143829633,8.29864E-10,,0.143829633,0.069248481
0.14933425,2.84644E+25,,0.14933425,8.40494E-10,,0.14933425,0.0707936
0.152879244,2.77541E+25,,0.152879244,8.50599E-10,,0.152879244,0.071546864
0.156507785,2.74E+25,,0.156507785,8.57942E-10,,0.156507785,0.072479081
0.16021403,2.68819E+25,,0.16021403,8.66757E-10,,0.16021403,0.073323032
0.164018726,2.63645E+25,,0.164018726,8.75707E-10,,0.164018726,0.074162442
0.16793111,2.58743E+25,,0.16793111,8.84538E-10,,0.16793111,0.07500774
0.171960727,2.53915E+25,,0.171960727,8.93416E-10,,0.171960727,0.075846896
0.176114418,2.49411E+25,,0.176114418,9.02088E-10,,0.176114418,0.076692134
0.180397464,2.45018E+25,,0.180397464,9.10745E-10,,0.180397464,0.07753127
0.184624003,2.40656E+25,,0.184624003,9.19268E-10,,0.184624003,0.078308848
0.188984812,2.35357E+25,,0.188984812,9.28922E-10,,0.188984812,0.079023005
0.193474803,2.31556E+25,,0.193474803,9.37043E-10,,0.193474803,0.079803866
0.198098501,2.27916E+25,,0.198098501,9.45034E-10,,0.198098501,0.080576131
0.20287375,2.23471E+25,,0.20287375,9.54045E-10,,0.20287375,0.081286286
0.207789806,2.20312E+25,,0.207789806,9.6157E-10,,0.207789806,0.082048241
0.212854724,2.16241E+25,,0.212854724,9.70279E-10,,0.212854724,0.082739938
0.217814548,2.13409E+25,,0.217814548,9.7728E-10,,0.217814548,0.083437253
0.222900644,2.10634E+25,,0.222900644,9.84216E-10,,0.222900644,0.084117692
0.228115118,2.07037E+25,,0.228115118,9.92305E-10,,0.228115118,0.084736757
0.233453073,2.04616E+25,,0.233453073,9.98798E-10,,0.233453073,0.085400638
0.23891784,2.01345E+25,,0.23891784,1.00652E-09,,0.23891784,0.086000933
0.244494278,1.99053E+25,,0.244494278,1.01285E-09,,0.244494278,0.086633645
0.25019376,1.96058E+25,,0.25019376,1.02024E-09,,0.25019376,0.087211836
0.256295168,1.93253E+25,,0.256295168,1.02752E-09,,0.256295168,0.087818078
0.262518986,1.90568E+25,,0.262518986,1.03464E-09,,0.262518986,0.088410903
0.268857478,1.87959E+25,,0.268857478,1.04166E-09,,0.268857478,0.088988159
0.275309838,1.85273E+25,,0.275309838,1.04885E-09,,0.275309838,0.089545197
0.281869163,1.82877E+25,,0.281869163,1.05559E-09,,0.281869163,0.090101289
0.288536147,1.81112E+25,,0.288536147,1.06125E-09,,0.288536147,0.090674517
0.295307596,1.78586E+25,,0.295307596,1.06826E-09,,0.295307596,0.091192994
0.302510112,1.76286E+25,,0.302510112,1.07502E-09,,0.302510112,0.091738976
0.309830189,1.73216E+25,,0.309830189,1.08326E-09,,0.309830189,0.092229251
0.317261059,1.70882E+25,,0.317261059,1.09019E-09,,0.317261059,0.09274626
0.324803521,1.68546E+25,,0.324803521,1.0972E-09,,0.324803521,0.093252292
0.332468329,1.66434E+25,,0.332468329,1.1038E-09,,0.332468329,0.093756585
0.340248653,1.6378E+25,,0.340248653,1.11157E-09,,0.340248653,0.094223217
0.348513184,1.61422E+25,,0.348513184,1.11893E-09,,0.348513184,0.094723717
0.356911386,1.58713E+25,,0.356911386,1.12713E-09,,0.356911386,0.095196817
0.365460745,1.56323E+25,,0.365460745,1.13475E-09,,0.365460745,0.095677898
0.374161781,1.53517E+25,,0.374161781,1.14341E-09,,0.374161781,0.09612891
0.383026746,1.51122E+25,,0.383026746,1.15128E-09,,0.383026746,0.096595063
0.392060476,1.48312E+25,,0.392060476,1.16025E-09,,0.392060476,0.097032745
0.401276119,1.45779E+25,,0.401276119,1.16872E-09,,0.401276119,0.097479582
0.410691972,1.43306E+25,,0.410691972,1.17719E-09,,0.410691972,0.097923767
0.420312978,1.40444E+25,,0.420312978,1.18681E-09,,0.420312978,0.098342109
0.430160125,1.37952E+25,,0.430160125,1.19567E-09,,0.430160125,0.098775127
0.440238298,1.35161E+25,,0.440238298,1.20551E-09,,0.440238298,0.099187354
0.450576162,1.32604E+25,,0.450576162,1.21492E-09,,0.450576162,0.099605982
0.46118047,1.29907E+25,,0.46118047,1.22493E-09,,0.46118047,0.100013008
0.47207267,1.27477E+25,,0.47207267,1.23437E-09,,0.47207267,0.100428636
0.483267474,1.24799E+25,,0.483267474,1.24477E-09,,0.483267474,0.100824566
0.494782432,1.22187E+25,,0.494782432,1.25521E-09,,0.494782432,0.101218946
0.506638451,1.19822E+25,,0.506638451,1.26508E-09,,0.506638451,0.101619892
0.518846782,1.17132E+25,,0.518846782,1.27626E-09,,0.518846782,0.101996776
0.53142476,1.14971E+25,,0.53142476,1.28588E-09,,0.53142476,0.102395061
0.543821953,1.12571E+25,,0.543821953,1.29645E-09,,0.543821953,0.102750543
0.556584989,1.10259E+25,,0.556584989,1.30695E-09,,0.556584989,0.10310461
0.569727963,1.08189E+25,,0.569727963,1.31676E-09,,0.569727963,0.103463697
0.588924713,1.05302E+25,,0.588924713,1.3308E-09,,0.588924713,0.103958822
0.603033181,1.03188E+25,,0.603033181,1.34127E-09,,0.603033181,0.104296313
0.617559529,1.01253E+25,,0.617559529,1.35122E-09,,0.617559529,0.104635342
0.6325165,9.93296E+24,,0.6325165,1.36133E-09,,0.6325165,0.104966958
0.647911798,9.74852E+24,,0.647911798,1.37128E-09,,0.647911798,0.105293888
0.663021715,9.58782E+24,,0.663021715,1.38026E-09,,0.663021715,0.105606296
0.678539449,9.41795E+24,,0.678539449,1.38982E-09,,0.678539449,0.105906204
0.694474155,9.25217E+24,,0.694474155,1.39937E-09,,0.694474155,0.106200439
0.710826438,9.09528E+24,,0.710826438,1.40865E-09,,0.710826438,0.106491729
0.727604856,8.9443E+24,,0.727604856,1.4178E-09,,0.727604856,0.106778561
0.744812995,8.79909E+24,,0.744812995,1.42681E-09,,0.744812995,0.107060428
0.762449689,8.65518E+24,,0.762449689,1.43591E-09,,0.762449689,0.107335785
0.780522441,8.51949E+24,,0.780522441,1.44471E-09,,0.780522441,0.107607807
0.799025661,8.38468E+24,,0.799025661,1.4536E-09,,0.799025661,0.107872851
0.817962907,8.25853E+24,,0.817962907,1.46215E-09,,0.817962907,0.108135871
0.837347186,8.13127E+24,,0.837347186,1.4709E-09,,0.837347186,0.108391454
0.857183543,8.00395E+24,,0.857183543,1.47979E-09,,0.857183543,0.108640441
0.877472602,7.87971E+24,,0.877472602,1.48864E-09,,0.877472602,0.108884578
0.898222457,7.76597E+24,,0.898222457,1.49699E-09,,0.898222457,0.109128644
0.91943931,7.64805E+24,,0.91943931,1.50573E-09,,0.91943931,0.109364759
0.941139361,7.53364E+24,,0.941139361,1.51438E-09,,0.941139361,0.109596635
0.963319957,7.42222E+24,,0.963319957,1.52298E-09,,0.963319957,0.109825148
0.986000099,7.31516E+24,,0.986000099,1.53142E-09,,0.986000099,0.110050475
1.009191197,7.2048E+24,,1.009191197,1.54022E-09,,1.009191197,0.110269529
1.032896114,7.10259E+24,,1.032896114,1.54859E-09,,1.032896114,0.110488522
1.057129981,6.99695E+24,,1.057129981,1.55734E-09,,1.057129981,0.110700003
1.081906498,6.89557E+24,,1.081906498,1.56593E-09,,1.081906498,0.11091025
1.107249773,6.79003E+24,,1.107249773,1.57496E-09,,1.107249773,0.111114439
1.133179297,6.69042E+24,,1.133179297,1.58371E-09,,1.133179297,0.111318035
1.159719452,6.59359E+24,,1.159719452,1.59238E-09,,1.159719452,0.111519702
1.186892521,6.49424E+24,,1.186892521,1.6014E-09,,1.186892521,0.111716732
1.214728103,6.39541E+24,,1.214728103,1.61054E-09,,1.214728103,0.111910923
1.2432511,6.29903E+24,,1.2432511,1.61964E-09,,1.2432511,0.112103296
1.27249052,6.20465E+24,,1.27249052,1.62873E-09,,1.27249052,0.112293658
1.302468607,6.10872E+24,,1.302468607,1.63812E-09,,1.302468607,0.112480396
1.333229825,6.01334E+24,,1.333229825,1.64764E-09,,1.333229825,0.112664821
1.364810888,5.92007E+24,,1.364810888,1.65714E-09,,1.364810888,0.112847735
1.397244683,5.82808E+24,,1.397244683,1.66671E-09,,1.397244683,0.113029446
1.430584036,5.73646E+24,,1.430584036,1.67642E-09,,1.430584036,0.11320872
1.464871778,5.64461E+24,,1.464871778,1.68634E-09,,1.464871778,0.113385252
1.500146088,5.55624E+24,,1.500146088,1.69611E-09,,1.500146088,0.113561941
1.536470102,5.46708E+24,,1.536470102,1.70615E-09,,1.536470102,0.113735749
1.573889452,5.37963E+24,,1.573889452,1.71621E-09,,1.573889452,0.113908047
1.61059451,5.2964E+24,,1.61059451,1.72597E-09,,1.61059451,0.114070229
1.648395909,5.21074E+24,,1.648395909,1.73619E-09,,1.648395909,0.114229465
1.687347362,5.13114E+24,,1.687347362,1.74594E-09,,1.687347362,0.114389828
1.727504266,5.05268E+24,,1.727504266,1.75574E-09,,1.727504266,0.114548091
1.768905526,4.97324E+24,,1.768905526,1.76584E-09,,1.768905526,0.114704059
1.811621632,4.89589E+24,,1.811621632,1.77589E-09,,1.811621632,0.114858832
1.855687311,4.82081E+24,,1.855687311,1.78585E-09,,1.855687311,0.115011993
1.901161443,4.7463E+24,,1.901161443,1.79593E-09,,1.901161443,0.115163318
1.945724947,4.67752E+24,,1.945724947,1.80544E-09,,1.945724947,0.115306707
2.011487275,4.57963E+24,,2.011487275,1.81927E-09,,2.011487275,0.115507706
2.059560245,4.51457E+24,,2.059560245,1.8287E-09,,2.059560245,0.115647346
2.109143381,4.44879E+24,,2.109143381,1.8384E-09,,2.109143381,0.115784145
2.16029413,4.38408E+24,,2.16029413,1.84812E-09,,2.16029413,0.115920298
2.213105225,4.3221E+24,,2.213105225,1.85764E-09,,2.213105225,0.116056451
2.264733544,4.26298E+24,,2.264733544,1.86687E-09,,2.264733544,0.116182537
2.317948063,4.20739E+24,,2.317948063,1.87572E-09,,2.317948063,0.116307374
2.372767211,4.15113E+24,,2.372767211,1.88483E-09,,2.372767211,0.116431056
2.429300814,4.09472E+24,,2.429300814,1.89411E-09,,2.429300814,0.116553743
2.487642973,4.04088E+24,,2.487642973,1.90315E-09,,2.487642973,0.116676548
2.547854201,3.98773E+24,,2.547854201,1.91222E-09,,2.547854201,0.116796273
2.609940103,3.93547E+24,,2.609940103,1.92129E-09,,2.609940103,0.11691395
2.673952337,3.88428E+24,,2.673952337,1.93034E-09,,2.673952337,0.117031306
2.736281453,3.83507E+24,,2.736281453,1.93917E-09,,2.736281453,0.117141335
2.800542904,3.7889E+24,,2.800542904,1.94763E-09,,2.800542904,0.117252383
2.86685998,3.74108E+24,,2.86685998,1.95649E-09,,2.86685998,0.117360381
2.935239511,3.69614E+24,,2.935239511,1.96499E-09,,2.935239511,0.117467706
3.005752536,3.65054E+24,,3.005752536,1.97373E-09,,3.005752536,0.117574147
3.078509684,3.60576E+24,,3.078509684,1.98247E-09,,3.078509684,0.117680492
3.15362814,3.56105E+24,,3.15362814,1.99133E-09,,3.15362814,0.117786469
3.231257318,3.51514E+24,,3.231257318,2.00055E-09,,3.231257318,0.117891097
3.306728761,3.47349E+24,,3.306728761,2.00908E-09,,3.306728761,0.117990008
3.384665611,3.43267E+24,,3.384665611,2.01757E-09,,3.384665611,0.118089205
3.465224494,3.38972E+24,,3.465224494,2.02662E-09,,3.465224494,0.118187196
3.548562399,3.34847E+24,,3.548562399,2.03548E-09,,3.548562399,0.118286409
3.634879793,3.30621E+24,,3.634879793,2.04468E-09,,3.634879793,0.118385345
3.724342972,3.26542E+24,,3.724342972,2.05373E-09,,3.724342972,0.118483621
3.811191528,3.22594E+24,,3.811191528,2.06262E-09,,3.811191528,0.118576845
3.901197125,3.18668E+24,,3.901197125,2.07159E-09,,3.901197125,0.118670216
3.994579127,3.14604E+24,,3.994579127,2.08103E-09,,3.994579127,0.118764776
4.091683784,3.10567E+24,,4.091683784,2.09057E-09,,4.091683784,0.118860939
4.192867291,3.06423E+24,,4.192867291,2.10053E-09,,4.192867291,0.118958715
4.291354858,3.02525E+24,,4.291354858,2.11006E-09,,4.291354858,0.119051735
4.394146699,2.98553E+24,,4.394146699,2.11994E-09,,4.394146699,0.119146289
4.501655113,2.94576E+24,,4.501655113,2.13001E-09,,4.501655113,0.119242744
4.61431042,2.90561E+24,,4.61431042,2.14036E-09,,4.61431042,0.119340743
4.723996185,2.86735E+24,,4.723996185,2.15041E-09,,4.723996185,0.119434731
4.839216604,2.82784E+24,,4.839216604,2.16095E-09,,4.839216604,0.119530814
4.960588491,2.78739E+24,,4.960588491,2.17196E-09,,4.960588491,0.119630145
5.078772549,2.74928E+24,,5.078772549,2.18252E-09,,5.078772549,0.119725141
5.203622974,2.71041E+24,,5.203622974,2.19351E-09,,5.203622974,0.11982393
5.336094535,2.6697E+24,,5.336094535,2.20524E-09,,5.336094535,0.119926645
5.465186331,2.63118E+24,,5.465186331,2.21655E-09,,5.465186331,0.120025241
5.602728683,2.59156E+24,,5.602728683,2.22843E-09,,5.602728683,0.120129214
5.736277243,2.55452E+24,,5.736277243,2.23977E-09,,5.736277243,0.120228737
